,date,shakes
844,1391/3/13,26735.4
845,1391/3/16,26693.0
846,1391/3/17,26635.6
847,1391/3/20,26365.2
848,1391/3/21,26264.8
849,1391/3/22,26411.8
850,1391/3/23,26440.5
851,1391/3/24,26439.1
852,1391/3/27,26406.7
853,1391/3/28,26325.5
854,1391/3/30,26291.8
855,1391/3/31,26165.9
856,1391/4/3,25938.1
857,1391/4/4,25681.1
858,1391/4/5,25558.4
859,1391/4/6,25325.0
860,1391/4/7,25054.6
861,1391/4/10,25170.7
862,1391/4/11,25227.2
863,1391/4/12,25345.5
864,1391/4/13,25438.0
865,1391/4/14,25428.5
866,1391/4/17,25445.5
867,1391/4/18,25354.3
868,1391/4/19,25279.2
869,1391/4/20,25307.5
870,1391/4/21,25388.1
871,1391/4/24,25431.5
872,1391/4/25,25296.1
873,1391/4/26,25159.7
874,1391/4/27,25021.3
875,1391/4/28,25039.2
876,1391/4/31,25021.2
877,1391/5/1,24996.0
878,1391/5/2,25029.5
879,1391/5/3,25094.3
880,1391/5/4,25088.8
881,1391/5/7,25023.3
882,1391/5/8,24747.4
883,1391/5/9,24550.4
884,1391/5/10,24584.0
885,1391/5/11,24546.7
886,1391/5/14,24332.6
887,1391/5/15,24108.5
888,1391/5/16,24001.0
889,1391/5/17,23855.1
890,1391/5/18,23787.3
891,1391/5/21,23957.2
892,1391/5/22,24024.2
893,1391/5/23,24049.7
894,1391/5/24,24102.1
895,1391/5/25,24125.3
896,1391/5/28,24144.7
897,1391/5/31,24279.1
898,1391/6/1,24339.2
899,1391/6/4,24523.2
900,1391/6/5,24586.5
901,1391/6/6,24649.0
902,1391/6/12,24730.1
903,1391/6/13,25055.0
904,1391/6/14,25384.0
905,1391/6/15,25659.9
906,1391/6/18,25791.9
907,1391/6/19,25569.2
908,1391/6/20,25735.1
909,1391/6/21,25889.2
910,1391/6/25,26283.7
911,1391/6/26,26217.2
912,1391/6/27,26470.6
913,1391/6/28,26556.9
914,1391/6/29,26514.5
915,1391/7/1,26875.3
916,1391/7/2,27127.1
917,1391/7/3,27080.7
918,1391/7/4,27440.1
919,1391/7/5,28132.2
920,1391/7/8,28828.7
921,1391/7/9,29207.1
922,1391/7/10,28788.8
923,1391/7/11,28667.1
924,1391/7/12,29098.5
925,1391/7/15,28862.9
926,1391/7/16,28858.6
927,1391/7/17,29014.1
928,1391/7/18,29032.5
929,1391/7/19,28845.7
930,1391/7/22,28557.9
931,1391/7/23,28656.1
932,1391/7/24,28981.3
933,1391/7/25,29248.2
934,1391/7/26,29502.0
935,1391/7/29,29992.6
936,1391/7/30,30211.4
937,1391/8/1,30671.6
938,1391/8/2,30615.7
939,1391/8/3,30749.3
940,1391/8/6,31121.7
941,1391/8/7,31160.1
942,1391/8/8,31221.5
943,1391/8/9,31331.6
944,1391/8/10,31082.4
945,1391/8/14,31205.2
946,1391/8/15,30736.6
947,1391/8/16,30940.3
948,1391/8/17,31282.9
949,1391/8/20,31220.1
950,1391/8/21,31015.6
951,1391/8/22,30978.8
952,1391/8/23,31215.0
953,1391/8/24,31336.4
954,1391/8/27,31260.3
955,1391/8/28,31271.2
956,1391/8/29,31096.5
957,1391/8/30,31140.9
958,1391/9/1,31259.5
959,1391/9/6,31608.9
960,1391/9/7,32018.1
961,1391/9/8,32339.5
962,1391/9/11,32741.5
963,1391/9/12,33113.5
964,1391/9/13,33015.7
965,1391/9/14,33073.4
966,1391/9/15,33282.0
967,1391/9/18,33659.9
968,1391/9/19,33612.6
969,1391/9/20,33760.8
970,1391/9/21,33889.4
971,1391/9/22,33687.0
972,1391/9/25,33949.3
973,1391/9/26,34090.9
974,1391/9/27,34669.5
975,1391/9/28,35106.2
976,1391/9/29,35760.3
977,1391/10/2,36040.5
978,1391/10/3,36829.3
979,1391/10/4,37530.7
980,1391/10/5,37366.4
981,1391/10/6,37798.8
982,1391/10/9,37622.4
983,1391/10/10,37116.3
984,1391/10/11,37860.6
985,1391/10/12,37987.0
986,1391/10/13,37648.5
987,1391/10/17,37059.0
988,1391/10/18,37077.0
989,1391/10/19,37314.9
990,1391/10/20,37441.5
991,1391/10/24,37786.2
992,1391/10/25,38082.8
993,1391/10/26,38322.5
994,1391/10/27,38343.6
995,1391/10/30,37898.8
996,1391/11/1,37627.5
997,1391/11/2,37284.0
998,1391/11/3,36594.0
999,1391/11/4,37233.7
1000,1391/11/7,37409.4
1001,1391/11/8,36723.3
1002,1391/11/9,36674.7
1003,1391/11/11,36554.9
1004,1391/11/14,36801.4
1005,1391/11/15,36761.1
1006,1391/11/16,36447.0
1007,1391/11/17,36505.6
1008,1391/11/18,36913.3
1009,1391/11/21,38205.4
1010,1391/11/23,38394.3
1011,1391/11/24,38640.1
1012,1391/11/25,38611.4
1013,1391/11/28,38655.0
1014,1391/11/29,38710.3
1015,1391/11/30,38739.4
1016,1391/12/1,38550.8
1017,1391/12/2,38479.2
1018,1391/12/5,38325.8
1019,1391/12/6,37931.1
1020,1391/12/7,37350.6
1021,1391/12/8,37573.7
1022,1391/12/9,37811.6
1023,1391/12/12,37437.2
1024,1391/12/13,37156.1
1025,1391/12/14,37135.9
1026,1391/12/15,36950.6
1027,1391/12/16,36925.1
1028,1391/12/19,36585.5
1029,1391/12/20,37101.0
1030,1391/12/21,37193.6
1031,1391/12/22,37268.4
1032,1391/12/23,37998.7
1033,1391/12/26,37854.8
1034,1391/12/27,37516.1
1035,1391/12/28,38040.8
1036,1392/1/5,38602.6
1037,1392/1/6,39351.1
1038,1392/1/7,39741.8
1039,1392/1/10,39714.9
1040,1392/1/11,39990.2
1041,1392/1/14,40151.1
1042,1392/1/17,40134.3
1043,1392/1/18,39915.6
1044,1392/1/19,40068.0
1045,1392/1/20,40606.6
1046,1392/1/21,40533.0
1047,1392/1/24,40255.1
1048,1392/1/26,40621.0
1049,1392/1/27,40834.9
1050,1392/1/28,40747.6
1051,1392/1/31,40550.8
1052,1392/2/1,40506.0
1053,1392/2/2,41133.0
1054,1392/2/3,41583.8
1055,1392/2/4,42052.4
1056,1392/2/7,42334.2
1057,1392/2/8,42507.7
1058,1392/2/9,43192.3
1059,1392/2/10,43994.3
1060,1392/2/11,44537.1
1061,1392/2/14,44993.5
1062,1392/2/15,44897.9
1063,1392/2/16,44943.7
1064,1392/2/17,44707.4
1065,1392/2/18,44683.9
1066,1392/2/21,45091.4
1067,1392/2/22,45512.7
1068,1392/2/23,44963.3
1069,1392/2/24,44129.0
1070,1392/2/25,43864.3
1071,1392/2/28,43301.0
1072,1392/2/29,42795.5
1073,1392/2/30,43047.3
1074,1392/2/31,42855.7
1075,1392/3/1,42777.2
1076,1392/3/4,43485.2
1077,1392/3/5,43910.7
1078,1392/3/6,44107.4
1079,1392/3/7,44470.7
1080,1392/3/8,45162.2
1081,1392/3/11,44945.1
1082,1392/3/12,45247.8
1083,1392/3/13,45590.0
1084,1392/3/18,45488.2
1085,1392/3/19,45199.1
1086,1392/3/20,45206.5
1087,1392/3/21,45553.4
1088,1392/3/22,45671.9
1089,1392/3/25,46623.0
1090,1392/3/26,47817.9
1091,1392/3/27,48333.3
1092,1392/3/28,48783.0
1093,1392/3/29,48916.7
1094,1392/4/1,48539.3
1095,1392/4/2,48631.1
1096,1392/4/4,48634.0
1097,1392/4/5,49427.4
1098,1392/4/8,50471.1
1099,1392/4/9,51321.3
1100,1392/4/10,52244.1
1101,1392/4/11,51846.3
1102,1392/4/12,52735.2
1103,1392/4/15,54289.7
1104,1392/4/16,54768.6
1105,1392/4/17,54616.0
1106,1392/4/18,54534.2
1107,1392/4/19,55069.7
1108,1392/4/22,54744.0
1109,1392/4/23,54298.7
1110,1392/4/24,54509.3
1111,1392/4/25,54235.9
1112,1392/4/26,54433.6
1113,1392/4/29,54872.3
1114,1392/4/30,55101.0
1115,1392/4/31,55329.3
1116,1392/5/1,55942.4
1117,1392/5/2,56426.3
1118,1392/5/5,56290.3
1119,1392/5/6,56551.9
1120,1392/5/7,56400.2
1121,1392/5/9,57168.2
1122,1392/5/12,57397.2
1123,1392/5/13,57264.4
1124,1392/5/14,57415.9
1125,1392/5/15,57674.8
1126,1392/5/16,58142.6
1127,1392/5/20,58889.9
1128,1392/5/21,59608.5
1129,1392/5/22,59754.8
1130,1392/5/23,59610.2
1131,1392/5/26,60410.3
1132,1392/5/27,59938.6
1133,1392/5/28,60052.2
1134,1392/5/29,59568.0
1135,1392/5/30,59281.6
1136,1392/6/2,59552.8
1137,1392/6/3,61163.5
1138,1392/6/4,60675.7
1139,1392/6/5,60002.4
1140,1392/6/6,58727.3
1141,1392/6/9,58561.0
1142,1392/6/10,59057.0
1143,1392/6/12,58962.9
1144,1392/6/13,58146.1
1145,1392/6/16,57491.6
1146,1392/6/17,57198.1
1147,1392/6/18,57035.4
1148,1392/6/19,58190.4
1149,1392/6/20,59164.6
1150,1392/6/23,59117.4
1151,1392/6/24,59401.5
1152,1392/6/25,59347.7
1153,1392/6/26,60056.4
1154,1392/6/27,60964.1
1155,1392/6/30,62053.2
1156,1392/6/31,61707.2
1157,1392/7/1,62904.8
1158,1392/7/2,63010.2
1159,1392/7/3,63455.3
1160,1392/7/6,64695.4
1161,1392/7/7,65328.8
1162,1392/7/8,65720.0
1163,1392/7/9,66350.0
1164,1392/7/10,66506.3
1165,1392/7/13,66662.5
1166,1392/7/14,66997.7
1167,1392/7/15,67019.0
1168,1392/7/16,67505.3
1169,1392/7/17,68461.5
1170,1392/7/20,69703.5
1171,1392/7/21,70951.5
1172,1392/7/22,71471.8
1173,1392/7/23,72766.5
1174,1392/7/27,74400.2
1175,1392/7/28,73335.6
1176,1392/7/29,73636.1
1177,1392/7/30,72997.7
1178,1392/8/1,73030.7
1179,1392/8/4,73549.8
1180,1392/8/5,72201.0
1181,1392/8/6,72215.0
1182,1392/8/7,73167.4
1183,1392/8/8,73553.2
1184,1392/8/11,73504.8
1185,1392/8/12,73766.2
1186,1392/8/13,73733.6
1187,1392/8/14,74438.1
1188,1392/8/15,75868.9
1189,1392/8/18,76959.9
1190,1392/8/19,77118.9
1191,1392/8/20,76895.9
1192,1392/8/21,76932.9
1193,1392/8/25,77673.0
1194,1392/8/26,77214.2
1195,1392/8/27,77328.1
1196,1392/8/28,78142.0
1197,1392/8/29,78424.1
1198,1392/9/2,78874.5
1199,1392/9/3,80022.2
1200,1392/9/4,81186.8
1201,1392/9/5,81549.5
1202,1392/9/6,82129.8
1203,1392/9/9,83572.5
1204,1392/9/10,84384.9
1205,1392/9/11,83706.5
1206,1392/9/12,83775.6
1207,1392/9/13,84211.4
1208,1392/9/16,84659.4
1209,1392/9/17,85149.9
1210,1392/9/18,85310.4
1211,1392/9/19,85962.2
1212,1392/9/20,86511.2
1213,1392/9/23,85691.1
1214,1392/9/24,87024.1
1215,1392/9/25,88112.5
1216,1392/9/26,87646.1
1217,1392/9/27,87726.2
1218,1392/9/30,86957.1
1219,1392/10/1,87015.5
1220,1392/10/3,88113.7
1221,1392/10/4,88190.7
1222,1392/10/7,87691.7
1223,1392/10/8,87425.2
1224,1392/10/9,87451.9
1225,1392/10/11,88313.4
1226,1392/10/14,88926.7
1227,1392/10/15,89500.6
1228,1392/10/16,89355.7
1229,1392/10/17,88749.3
1230,1392/10/18,88069.0
1231,1392/10/21,87792.7
1232,1392/10/22,85404.1
1233,1392/10/23,87112.9
1234,1392/10/24,87102.6
1235,1392/10/25,85700.6
1236,1392/10/28,84973.2
1237,1392/10/30,83641.5
1238,1392/11/1,83252.4
1239,1392/11/2,82028.8
1240,1392/11/5,82670.3
1241,1392/11/6,81905.6
1242,1392/11/7,80861.4
1243,1392/11/8,81644.4
1244,1392/11/9,82797.7
1245,1392/11/12,84164.7
1246,1392/11/13,83606.5
1247,1392/11/14,83165.0
1248,1392/11/15,83170.6
1249,1392/11/16,82214.3
1250,1392/11/19,81066.8
1251,1392/11/20,80949.5
1252,1392/11/21,80240.3
1253,1392/11/23,79136.6
1254,1392/11/26,79153.1
1255,1392/11/27,79769.2
1256,1392/11/28,80603.0
1257,1392/11/29,80435.7
1258,1392/11/30,80986.5
1259,1392/12/3,81325.0
1260,1392/12/4,81281.6
1261,1392/12/5,80849.8
1262,1392/12/6,80087.4
1263,1392/12/7,79785.5
1264,1392/12/10,80105.0
1265,1392/12/11,79584.1
1266,1392/12/12,78518.8
1267,1392/12/13,78072.6
1268,1392/12/14,78447.2
1269,1392/12/17,78231.0
1270,1392/12/18,77515.6
1271,1392/12/19,77219.5
1272,1392/12/20,76582.7
1273,1392/12/21,76583.4
1274,1392/12/24,77191.3
1275,1392/12/25,77816.2
1276,1392/12/26,78430.8
1277,1392/12/27,78968.1
1278,1392/12/28,79015.4
1279,1393/1/5,79013.5
1280,1393/1/6,78619.4
1281,1393/1/9,78239.7
1282,1393/1/10,78469.2
1283,1393/1/11,78741.3
1284,1393/1/16,78547.7
1285,1393/1/17,77634.7
1286,1393/1/18,77418.6
1287,1393/1/19,77817.5
1288,1393/1/20,77423.9
1289,1393/1/23,76501.8
1290,1393/1/24,74920.7
1291,1393/1/25,73973.4
1292,1393/1/26,73847.6
1293,1393/1/27,74161.2
1294,1393/1/30,73637.8
1295,1393/1/31,74160.0
1296,1393/2/1,75035.3
1297,1393/2/2,75735.2
1298,1393/2/3,75980.5
1299,1393/2/6,77404.1
1300,1393/2/7,77923.6
1301,1393/2/8,78131.1
1302,1393/2/9,78151.3
1303,1393/2/10,78164.3
1304,1393/2/13,77939.0
1305,1393/2/14,77569.2
1306,1393/2/15,77763.8
1307,1393/2/16,77717.3
1308,1393/2/17,77752.4
1309,1393/2/20,77931.0
1310,1393/2/21,77734.2
1311,1393/2/22,77596.4
1312,1393/2/24,77610.2
1313,1393/2/27,76901.8
1314,1393/2/28,76987.5
1315,1393/2/29,76528.9
1316,1393/2/30,76634.4
1317,1393/2/31,76767.6
1318,1393/3/3,76703.9
1319,1393/3/4,76394.2
1320,1393/3/5,76212.0
1321,1393/3/7,76067.8
1322,1393/3/10,75687.1
1323,1393/3/11,74543.4
1324,1393/3/12,74735.9
1325,1393/3/13,75102.8
1326,1393/3/17,75329.5
1327,1393/3/18,75353.5
1328,1393/3/19,75240.5
1329,1393/3/20,74836.7
1330,1393/3/21,74499.1
1331,1393/3/24,73516.0
1332,1393/3/25,72631.8
1333,1393/3/26,72748.8
1334,1393/3/27,72638.0
1335,1393/3/28,72873.1
1336,1393/3/31,72969.0
1337,1393/4/1,72900.8
1338,1393/4/2,72544.9
1339,1393/4/3,72344.4
1340,1393/4/4,72249.9
1341,1393/4/7,71662.0
1342,1393/4/8,70970.3
1343,1393/4/9,70341.5
1344,1393/4/10,70423.0
1345,1393/4/11,70876.6
1346,1393/4/14,72162.2
1347,1393/4/15,71960.2
1348,1393/4/16,71916.6
1349,1393/4/17,73025.0
1350,1393/4/18,73416.4
1351,1393/4/21,73555.9
1352,1393/4/22,73226.2
1353,1393/4/23,73347.4
1354,1393/4/24,73457.9
1355,1393/4/25,73754.2
1356,1393/4/29,73750.2
1357,1393/4/30,73890.5
1358,1393/4/31,74526.1
1359,1393/5/1,74841.6
1360,1393/5/4,74840.3
1361,1393/5/5,74848.0
1362,1393/5/6,74997.6
1363,1393/5/11,74841.0
1364,1393/5/12,74637.4
1365,1393/5/13,74709.2
1366,1393/5/14,74697.5
1367,1393/5/15,74613.8
1368,1393/5/18,74398.6
1369,1393/5/19,74398.9
1370,1393/5/20,74547.5
1371,1393/5/21,74455.1
1372,1393/5/22,74363.0
1373,1393/5/25,74051.0
1374,1393/5/26,73952.6
1375,1393/5/27,73906.8
1376,1393/5/28,73902.6
1377,1393/5/29,73905.7
1378,1393/6/1,73868.0
1379,1393/6/2,73529.5
1380,1393/6/3,73499.9
1381,1393/6/4,73540.9
1382,1393/6/5,73312.2
1383,1393/6/8,72941.8
1384,1393/6/9,72778.4
1385,1393/6/10,72339.8
1386,1393/6/11,72232.4
1387,1393/6/12,72121.5
1388,1393/6/15,71822.4
1389,1393/6/16,71665.4
1390,1393/6/17,71815.2
1391,1393/6/18,71930.1
1392,1393/6/19,71925.4
1393,1393/6/22,71486.0
1394,1393/6/23,71386.7
1395,1393/6/24,71402.3
1396,1393/6/25,71408.3
1397,1393/6/26,71443.6
1398,1393/6/29,71445.0
1399,1393/6/30,71545.3
1400,1393/6/31,71685.8
1401,1393/7/1,71726.5
1402,1393/7/2,71788.1
1403,1393/7/5,71702.2
1404,1393/7/6,71643.7
1405,1393/7/7,71675.2
1406,1393/7/8,71664.0
1407,1393/7/9,71640.5
1408,1393/7/12,71670.1
1409,1393/7/14,71821.5
1410,1393/7/15,71718.9
1411,1393/7/16,71783.7
1412,1393/7/19,71771.7
1413,1393/7/20,71791.5
1414,1393/7/22,71893.1
1415,1393/7/23,71978.6
1416,1393/7/26,72016.5
1417,1393/7/27,72281.0
1418,1393/7/28,73550.4
1419,1393/7/29,74109.1
1420,1393/7/30,74132.8
1421,1393/8/3,74152.0
1422,1393/8/4,73940.8
1423,1393/8/5,73958.9
1424,1393/8/6,73967.8
1425,1393/8/7,74151.1
1426,1393/8/10,75028.0
1427,1393/8/11,75368.6
1428,1393/8/14,76166.6
1429,1393/8/17,76420.5
1430,1393/8/18,76553.4
1431,1393/8/19,76560.8
1432,1393/8/20,76708.0
1433,1393/8/21,76589.4
1434,1393/8/24,75946.5
1435,1393/8/25,75930.8
1436,1393/8/26,75965.9
1437,1393/8/27,75409.4
1438,1393/8/28,75248.4
1439,1393/9/1,75042.6
1440,1393/9/2,75389.6
1441,1393/9/3,75949.0
1442,1393/9/4,74740.9
1443,1393/9/5,74076.1
1444,1393/9/8,73245.1
1445,1393/9/9,72189.5
1446,1393/9/10,72120.7
1447,1393/9/11,72258.5
1448,1393/9/12,71860.2
1449,1393/9/15,71712.0
1450,1393/9/16,71170.0
1451,1393/9/17,71376.6
1452,1393/9/18,71381.7
1453,1393/9/19,71043.0
1454,1393/9/23,70291.6
1455,1393/9/24,69542.6
1456,1393/9/25,69608.6
1457,1393/9/26,69494.8
1458,1393/9/29,69537.5
1459,1393/10/1,70094.4
1460,1393/10/3,70153.5
1461,1393/10/6,69705.0
1462,1393/10/7,69625.5
1463,1393/10/8,69424.0
1464,1393/10/9,69254.5
1465,1393/10/10,68973.1
1466,1393/10/13,68829.9
1467,1393/10/14,68650.6
1468,1393/10/15,68232.1
1469,1393/10/16,67471.0
1470,1393/10/17,66902.0
1471,1393/10/20,66197.9
1472,1393/10/21,65512.8
1473,1393/10/22,66000.1
1474,1393/10/23,65929.1
1475,1393/10/24,65939.1
1476,1393/10/27,66273.3
1477,1393/10/28,66319.2
1478,1393/10/29,65835.0
1479,1393/10/30,65564.7
1480,1393/11/1,65028.9
1481,1393/11/4,65029.1
1482,1393/11/5,65105.0
1483,1393/11/6,65114.1
1484,1393/11/7,65127.7
1485,1393/11/8,65256.1
1486,1393/11/11,65542.8
1487,1393/11/12,65544.7
1488,1393/11/13,65555.9
1489,1393/11/14,65597.4
1490,1393/11/15,65771.6
1491,1393/11/18,65787.2
1492,1393/11/19,65366.3
1493,1393/11/20,64917.5
1494,1393/11/21,64840.9
1495,1393/11/25,64932.1
1496,1393/11/26,64926.8
1497,1393/11/27,64993.6
1498,1393/11/28,64811.2
1499,1393/11/29,64720.0
1500,1393/12/2,64867.1
1501,1393/12/3,64719.9
1502,1393/12/4,64678.4
1503,1393/12/5,64525.8
1504,1393/12/6,64051.7
1505,1393/12/9,63950.9
1506,1393/12/10,63860.1
1507,1393/12/11,63954.8
1508,1393/12/12,63996.0
1509,1393/12/13,64014.9
1510,1393/12/16,63911.1
1511,1393/12/17,63806.7
1512,1393/12/18,63846.7
1513,1393/12/19,63852.8
1514,1393/12/20,64070.7
1515,1393/12/23,64610.3
1516,1393/12/24,64980.6
1517,1393/12/25,65122.8
1518,1393/12/26,61532.9
1519,1393/12/27,62531.8
1520,1394/1/5,62885.0
1521,1394/1/8,63625.5
1522,1394/1/9,65099.9
1523,1394/1/10,65175.1
1524,1394/1/11,65728.0
1525,1394/1/15,67827.0
1526,1394/1/16,70261.7
1527,1394/1/17,70843.9
1528,1394/1/18,70159.9
1529,1394/1/19,70684.7
1530,1394/1/22,70022.8
1531,1394/1/23,68783.9
1532,1394/1/24,68454.1
1533,1394/1/25,68465.3
1534,1394/1/26,68078.8
1535,1394/1/29,67374.0
1536,1394/1/30,67378.8
1537,1394/1/31,67016.7
1538,1394/2/1,66828.6
1539,1394/2/2,66569.2
1540,1394/2/5,66540.6
1541,1394/2/6,66208.9
1542,1394/2/7,65576.8
1543,1394/2/8,65508.2
1544,1394/2/9,65634.1
1545,1394/2/13,65088.3
1546,1394/2/14,64415.8
1547,1394/2/15,64168.1
1548,1394/2/16,64069.1
1549,1394/2/19,63530.2
1550,1394/2/20,62885.9
1551,1394/2/21,63069.8
1552,1394/2/22,63316.0
1553,1394/2/23,63531.4
1554,1394/2/27,63465.1
1555,1394/2/28,63522.8
1556,1394/2/29,63644.3
1557,1394/2/30,63703.1
1558,1394/3/2,63427.8
1559,1394/3/3,63363.8
1560,1394/3/4,63496.5
1561,1394/3/5,63419.1
1562,1394/3/6,63402.1
1563,1394/3/9,63419.9
1564,1394/3/10,63227.9
1565,1394/3/11,63227.0
1566,1394/3/12,63289.8
1567,1394/3/16,63297.6
1568,1394/3/17,63187.3
1569,1394/3/18,62952.3
1570,1394/3/19,62317.9
1571,1394/3/20,62322.2
1572,1394/3/23,62571.2
1573,1394/3/24,62653.3
1574,1394/3/25,62442.0
1575,1394/3/26,62558.9
1576,1394/3/27,63559.7
1577,1394/3/30,63836.2
1578,1394/3/31,63810.7
1579,1394/4/1,64276.5
1580,1394/4/2,64839.5
1581,1394/4/3,64857.6
1582,1394/4/6,64812.2
1583,1394/4/7,64301.4
1584,1394/4/8,64332.9
1585,1394/4/9,64922.6
1586,1394/4/10,64861.8
1587,1394/4/13,65860.8
1588,1394/4/14,65780.1
1589,1394/4/15,66019.9
1590,1394/4/16,66761.4
1591,1394/4/20,66817.8
1592,1394/4/21,67646.4
1593,1394/4/22,69194.5
1594,1394/4/23,69433.5
1595,1394/4/24,68827.7
1596,1394/4/28,68827.7
1597,1394/4/29,68148.4
1598,1394/4/30,68050.7
1599,1394/4/31,67643.9
1600,1394/5/3,67036.3
1601,1394/5/4,66977.4
1602,1394/5/5,66441.4
1603,1394/5/6,66489.5
1604,1394/5/7,66780.7
1605,1394/5/10,66829.7
1606,1394/5/11,66530.5
1607,1394/5/12,66626.7
1608,1394/5/13,66445.7
1609,1394/5/14,66451.0
1610,1394/5/17,66000.9
1611,1394/5/18,65973.5
1612,1394/5/19,65903.1
1613,1394/5/21,65703.3
1614,1394/5/24,65314.3
1615,1394/5/25,65239.9
1616,1394/5/26,65302.5
1617,1394/5/27,65189.4
1618,1394/5/28,65218.3
1619,1394/5/31,65225.0
1620,1394/6/1,64881.4
1621,1394/6/2,64651.6
1622,1394/6/3,64197.3
1623,1394/6/4,64206.2
1624,1394/6/7,64451.3
1625,1394/6/8,64467.3
1626,1394/6/9,64225.8
1627,1394/6/10,64251.0
1628,1394/6/11,64276.2
1629,1394/6/14,64497.0
1630,1394/6/15,64506.6
1631,1394/6/16,64518.4
1632,1394/6/17,64511.7
1633,1394/6/18,63467.7
1634,1394/6/21,63482.5
1635,1394/6/22,62958.2
1636,1394/6/23,62993.0
1637,1394/6/24,62536.5
1638,1394/6/25,62264.5
1639,1394/6/28,62254.7
1640,1394/6/29,61553.2
1641,1394/6/30,61328.0
1642,1394/6/31,61576.8
1643,1394/7/1,61686.0
1644,1394/7/4,61530.9
1645,1394/7/5,61563.0
1646,1394/7/6,61568.9
1647,1394/7/7,61578.8
